"arc_length","N=0","N=1","N=2","N=3","Exact","No Filter"
0.438406,0.295539,0.295544,0.295545,0.295545,0.295661,0.295545
0.43982,0.296513,0.296519,0.296519,0.29652,0.296635,0.29652
0.441235,0.297487,0.297493,0.297494,0.297494,0.297609,0.297494
0.442649,0.298462,0.298467,0.298468,0.298468,0.298584,0.298468
0.444063,0.299436,0.299442,0.299443,0.299443,0.299558,0.299443
0.445477,0.300411,0.300417,0.300417,0.300417,0.300532,0.300418
0.446892,0.301386,0.301391,0.301392,0.301392,0.301507,0.301392
0.448306,0.30236,0.302366,0.302366,0.302367,0.302481,0.302367
0.44972,0.303335,0.30334,0.303341,0.303341,0.303456,0.303341
0.451134,0.304309,0.304315,0.304316,0.304316,0.30443,0.304316
0.452548,0.305284,0.30529,0.30529,0.305291,0.305404,0.305291
0.453963,0.306259,0.306264,0.306265,0.306265,0.306379,0.306265
0.455377,0.307233,0.307239,0.30724,0.30724,0.307353,0.30724
0.456791,0.308208,0.308213,0.308214,0.308214,0.308328,0.308215
0.458205,0.309183,0.309188,0.309189,0.309189,0.309302,0.309189
0.459619,0.310157,0.310163,0.310163,0.310164,0.310277,0.310164
0.461034,0.311132,0.311138,0.311138,0.311139,0.311251,0.311139
0.462448,0.312107,0.312113,0.312113,0.312113,0.312226,0.312114
0.463862,0.313082,0.313087,0.313088,0.313088,0.313201,0.313089
0.465276,0.314057,0.314062,0.314063,0.314063,0.314176,0.314063
0.46669,0.315032,0.315037,0.315038,0.315038,0.31515,0.315038
0.468105,0.316007,0.316012,0.316013,0.316013,0.316125,0.316013
0.469519,0.316982,0.316987,0.316988,0.316988,0.3171,0.316988
0.470933,0.317957,0.317962,0.317963,0.317963,0.318075,0.317963
0.472347,0.318932,0.318937,0.318938,0.318938,0.319049,0.318938
0.473762,0.319907,0.319912,0.319913,0.319913,0.320024,0.319913
0.475176,0.320882,0.320887,0.320888,0.320888,0.320999,0.320888
0.47659,0.321857,0.321862,0.321863,0.321863,0.321974,0.321863
0.478004,0.322832,0.322837,0.322838,0.322838,0.322948,0.322838
0.479418,0.323807,0.323812,0.323813,0.323813,0.323924,0.323813
0.480833,0.324782,0.324787,0.324788,0.324788,0.324899,0.324788
0.482247,0.325757,0.325763,0.325763,0.325763,0.325874,0.325764
0.483661,0.326733,0.326738,0.326738,0.326739,0.326849,0.326739
0.485075,0.327708,0.327713,0.327714,0.327714,0.327824,0.327714
0.486489,0.328683,0.328688,0.328689,0.328689,0.328799,0.328689
0.487904,0.329658,0.329663,0.329664,0.329664,0.329774,0.329664
0.489318,0.330633,0.330639,0.330639,0.330639,0.330749,0.33064
0.490732,0.331609,0.331614,0.331614,0.331615,0.331724,0.331615
0.492146,0.332584,0.332589,0.33259,0.33259,0.332699,0.33259
0.493561,0.333559,0.333564,0.333565,0.333565,0.333674,0.333565
0.494975,0.334534,0.334539,0.33454,0.33454,0.334649,0.33454
0.496389,0.33551,0.335515,0.335516,0.335516,0.335624,0.335516
0.497803,0.336485,0.33649,0.336491,0.336491,0.3366,0.336491
0.499217,0.337461,0.337466,0.337466,0.337467,0.337575,0.337467
0.500632,0.338436,0.338441,0.338442,0.338442,0.33855,0.338442
0.502046,0.339412,0.339417,0.339417,0.339418,0.339526,0.339418
0.50346,0.340387,0.340392,0.340393,0.340393,0.340501,0.340393
0.504874,0.341363,0.341368,0.341368,0.341369,0.341476,0.341369
0.506288,0.342338,0.342343,0.342344,0.342344,0.342452,0.342344
0.507703,0.343314,0.343319,0.343319,0.34332,0.343427,0.34332
0.509117,0.344289,0.344294,0.344295,0.344295,0.344402,0.344295
0.510531,0.345265,0.34527,0.34527,0.345271,0.345377,0.345271
0.511945,0.34624,0.346245,0.346246,0.346246,0.346353,0.346246
0.51336,0.347216,0.347221,0.347221,0.347222,0.347328,0.347222
0.514774,0.348192,0.348197,0.348197,0.348197,0.348304,0.348197
0.516188,0.349167,0.349172,0.349173,0.349173,0.349279,0.349173
0.517602,0.350143,0.350148,0.350149,0.350149,0.350255,0.350149
0.519016,0.351119,0.351124,0.351124,0.351124,0.35123,0.351125
0.520431,0.352094,0.352099,0.3521,0.3521,0.352206,0.3521
0.521845,0.35307,0.353075,0.353076,0.353076,0.353182,0.353076
0.523259,0.354046,0.354051,0.354051,0.354052,0.354157,0.354052
0.524673,0.355022,0.355026,0.355027,0.355027,0.355133,0.355027
0.526087,0.355997,0.356002,0.356003,0.356003,0.356108,0.356003
0.527502,0.356973,0.356978,0.356978,0.356979,0.357084,0.356979
0.528916,0.357949,0.357954,0.357954,0.357954,0.358059,0.357954
